id,query,entity_type,query_category,answer
113,What is canteen at Heartfulness learning centre Kanha campus,heartfulness_kanha,information,"Art education includes visual arts, handicrafts, pottery made on campus, and creative expression integrated with spiritual themes. The campus environment of natural beauty inspires artistic creativity and provides exhibition opportunities."
114,What is the canteen of Heartfulness learning centre Kanha campus,heartfulness_kanha,information,"Art education includes visual arts, handicrafts, pottery made on campus, and creative expression integrated with spiritual themes. The campus environment of natural beauty inspires artistic creativity and provides exhibition opportunities."
115,What is nursery at Heartfulness learning centre Kanha campus,heartfulness_kanha,information,"Heartfulness International School includes nursery/pre-KG programs for ages 3-7 using Cambridge International Curriculum. The early years program emphasizes heart-based learning, creativity, and holistic child development in a nurturing environment."
116,What is the nursery of Heartfulness learning centre Kanha campus,heartfulness_kanha,information,"Heartfulness International School includes nursery/pre-KG programs for ages 3-7 using Cambridge International Curriculum. The early years program emphasizes heart-based learning, creativity, and holistic child development in a nurturing environment."
117,What is primary at Heartfulness learning centre Kanha campus,heartfulness_kanha,information,"Primary education at Heartfulness institutions focuses on foundational learning integrated with values education, meditation practices, and environmental awareness. The curriculum balances academic achievement with character development and inner growth."
118,What is the primary of Heartfulness learning centre Kanha campus,heartfulness_kanha,information,"Primary education at Heartfulness institutions focuses on foundational learning integrated with values education, meditation practices, and environmental awareness. The curriculum balances academic achievement with character development and inner growth."
119,What is secondary at Heartfulness learning centre Kanha campus,heartfulness_kanha,information,"Secondary education programs prepare students for higher education while maintaining emphasis on values, leadership development, and spiritual practices. Students participate in community service, environmental projects, and cultural activities alongside academic studies."
120,What is the secondary of Heartfulness learning centre Kanha campus,heartfulness_kanha,information,"Secondary education programs prepare students for higher education while maintaining emphasis on values, leadership development, and spiritual practices. Students participate in community service, environmental projects, and cultural activities alongside academic studies."
121,What is higher secondary at Heartfulness learning centre Kanha campus,heartfulness_kanha,information,Higher secondary programs prepare students for university admission and future careers while emphasizing ethical leadership and spiritual development. Integration with Heartfulness practices helps students manage academic pressure and develop life skills.
122,What is the higher secondary of Heartfulness learning centre Kanha campus,heartfulness_kanha,information,Higher secondary programs prepare students for university admission and future careers while emphasizing ethical leadership and spiritual development. Integration with Heartfulness practices helps students manage academic pressure and develop life skills.
123,What is postgraduate at Heartfulness learning centre Kanha campus,heartfulness_kanha,information,"Postgraduate programs and research opportunities are available through Heartfulness Education Trust and affiliated institutions. Focus areas include education, wellness, sustainability, and spiritual studies with practical application of Heartfulness principles."
